video_id,post_date_utc,post_datetime_utc,url,title,description,duration_sec,view_count,like_count,comment_count,share_count,save_count,in_content_tracker
7638541093646191894,2026-05-11,2026-05-11T08:00:54+00:00,https://www.tiktok.com/@docmap/video/7638541093646191894,It's not all doom and gloom. Researchers are now describing endometri...,"It's not all doom and gloom. Researchers are now describing endometriosis as a ""cancer-mimicking"" disease. Meaning it shares biological features with cancer in the way it grows, invades tissue, and resists treatment. This isn't just terminology. It's proof that people are actively working to change how this condition is understood and taken seriously. Liz is an Endometriosis Clinical Nurse Specialist based in Wales, offering online consultations. If you want to speak to her, link in bio.",50,1158,49,1,1,5,no
7637168703532027158,2026-05-07,2026-05-07T15:15:11+00:00,https://www.tiktok.com/@docmap/video/7637168703532027158,Endometriosis isn't just about painful periods. Chronic fatigue is on...,"Endometriosis isn't just about painful periods. Chronic fatigue is one of its most common symptoms, and one of the most dismissed, because fatigue can have so many causes, it's rarely the first thing that points doctors toward endometriosis. If you're exhausted in ways that feel bigger than your cycle, it's worth investigating. Liz is an Endometriosis Clinical Nurse Specialist who offers online consultations. Anyone needing help navigating this, she's your person. Link in bio 🔗",63,2612,97,4,7,21,no
7637061986777402646,2026-05-07,2026-05-07T08:21:07+00:00,https://www.tiktok.com/@docmap/video/7637061986777402646,"Period pain that ruins your day is not something to push through, it'...","Period pain that ruins your day is not something to push through, it's something to investigate. Conditions like endometriosis are more common than you think, and earlier diagnosis changes everything. Save this and share it with someone who needs to hear this 💕",60,614,46,2,0,5,no
7636091017875197207,2026-05-04,2026-05-04T17:33:12+00:00,https://www.tiktok.com/@docmap/video/7636091017875197207,This one is for everyone dealing with endo belly 💕 #endometriosis #en...,This one is for everyone dealing with endo belly 💕 #endometriosis #endobelly,233,7138,127,0,8,12,yes
7635716747869424918,2026-05-03,2026-05-03T17:20:52+00:00,https://www.tiktok.com/@docmap/video/7635716747869424918,8 minutes. That's sometimes all you get with your GP. If you think yo...,"8 minutes. That's sometimes all you get with your GP. If you think you have endometriosis, that's nowhere near enough time to explain everything you're feeling. If you need help to get ready for your appointment, send us a WhatsApp message and we'll help you organise your notes, symptoms and questions so you walk in prepared and nothing gets left out. Your data stays in WhatsApp, nothing is stored or shared. Ever.",39,1296,30,0,4,8,yes
7634984535372942614,2026-05-01,2026-05-01T17:59:28+00:00,https://www.tiktok.com/@docmap/video/7634984535372942614,"in 10 women has endometriosis. For most, the symptoms started as a te...","in 10 women has endometriosis. For most, the symptoms started as a teenager. It's time schools started teaching young girls that debilitating pain is NOT normal. Early education = earlier diagnosis = less suffering.",60,536,18,0,0,1,no
7634579404131241239,2026-04-30,2026-04-30T15:47:23+00:00,https://www.tiktok.com/@docmap/video/7634579404131241239,Replying to @user8575620225727  Many of you have asked about the MRI,Replying to @user8575620225727  Many of you have asked about the MRI,17,2997,71,8,7,21,no
7634568172330421526,2026-04-30,2026-04-30T15:03:48+00:00,https://www.tiktok.com/@docmap/video/7634568172330421526,Painful intercourse is one of the most common symptoms of endometrios...,"Painful intercourse is one of the most common symptoms of endometriosis and one of the most dismissed. If your GP has brushed it off, you're not alone. The difference between being heard and being sent: home is often in the details, how it impacts your daily life, your relationships, your work. The more specific you are, the harder it is to ignore..",60,1081,16,0,2,11,no
7634274846117104918,2026-04-29,2026-04-29T20:05:30+00:00,https://www.tiktok.com/@docmap/video/7634274846117104918,Why does it take 9 years on average to get an endometriosis diagnosis...,"Why does it take 9 years on average to get an endometriosis diagnosis in the UK? It's a simple question with a complicated answer, and Liz breaks it all down in part two. Liz Bruen is an Endometriosis Clinical Nurse Specialist with 20 years of experience and you can book a virtual consultation with her directly.",60,1106,51,1,1,4,yes
7633862545228434710,2026-04-28,2026-04-28T17:26:42+00:00,https://www.tiktok.com/@docmap/video/7633862545228434710,"9 years. That's how long it takes, on average, to get an endometriosi...","9 years. That's how long it takes, on average, to get an endometriosis diagnosis in the UK. And as much as the system needs to change, it's not the only reason. Awareness, language, being dismissed, not knowing what's ""normal"".  It all plays a part. Liz Bruen, Endometriosis Clinical Nurse Specialist with 20 years of experience, breaks down why the delay happens, and what you can actually do about it. Liz offers virtual consultations where she'll go through your full symptom history, help you understand your condition, and put together a care plan tailored to you. If you've been waiting, going in circles, or just need someone who actually gets it, her link is in bio.",80,1952,105,0,0,17,yes
7633495707416235286,2026-04-27,2026-04-27T17:42:04+00:00,https://www.tiktok.com/@docmap/video/7633495707416235286,Hitting a wall getting a diagnosis for endometriosis? This one is for...,"Hitting a wall getting a diagnosis for endometriosis? This one is for you. The best thing you can do is map out your symptoms. What is cyclical, what is not. Details like: this stops me from going to work or school or l'm passing out on day 1. Even if you think it's not important, write it down. And if you need help summarising your notes, or figuring out who to see privately, we have a WhatsApp just for that.  Link in bio.",42,1068,26,0,1,8,no
7632321370080152854,2026-04-24,2026-04-24T13:45:03+00:00,https://www.tiktok.com/@docmap/video/7632321370080152854,"You have approximately 8 minutes to tell your GP what's wrong, but ho...","You have approximately 8 minutes to tell your GP what's wrong, but how do you get it right? None of us enjoy going to the doctor, and the time pressure makes things worse.  You have one chance to explain your problem properly, otherwise you risk being dismissed. So what makes the difference?  Details. Make notes about your symptoms and be as specific as you can. If you're not sure where to start, we can help. We specialise in supporting patients with endometriosis, so if you're struggling to put together clear notes before your next appointment, just drop us a WhatsApp message. Link in bio.",29,5682,116,0,6,67,no
7632002231339928854,2026-04-23,2026-04-23T17:06:37+00:00,https://www.tiktok.com/@docmap/video/7632002231339928854,"Periods can be painful, but if you need strong painkillers to be able...","Periods can be painful, but if you need strong painkillers to be able to function? GET HELP! Painful periods are often one of the first and most well-known symptoms of endometriosis. But it doesn't stop there. It will progress. This is not just for those already diagnosed with endo, this is for parents, teachers and classmates too. Let's spread the awarnes about Endometriosis.  Liz Bruen was the first endometriosis nurse in Wales. She has now moved to a private virtual space, so if you want to book a consultation with her, go to the link in our bio.",35,1423,49,4,1,10,no
7631307430890048790,2026-04-21,2026-04-21T20:10:27+00:00,https://www.tiktok.com/@docmap/video/7631307430890048790,It was surprising to us how few people know about enda nurses and the...,"It was surprising to us how few people know about enda nurses and the ways they can help. We recently had the chance to chat with Liz Bruen, a private Endometriosis Clinical Nurse Specialist in Wales.  She shared some deep insights into the pain points of the system, the reality for women suffering with ends, and the significant toll it takes on mental health. Watch this space, we'll be sharing much more from our conversation soon! For those of you who have had the opportunity to work with an endo nurse: What was your experience like? Was it difficult to get access to one?",39,5803,135,4,8,46,yes
7631220659770690818,2026-04-21,2026-04-21T14:34:07+00:00,https://www.tiktok.com/@docmap/video/7631220659770690818,Responding to a question from today: Can someone explain why excision...,"Responding to a question from today: Can someone explain why excision, not ablation? Short answer: Surface level isn't enough. Liz Bruen (Endometriosis CNS & Surgical Assistant) explains that ablation is just ""skimming."" Treating what’s on the surface is only half the battle.  If you want to understand why endometriosis symptoms often ""re-surface"" after surgery, listen to this.",30,9982,338,13,60,183,yes
7630900114982210838,2026-04-20,2026-04-20T17:51:13+00:00,https://www.tiktok.com/@docmap/video/7630900114982210838,"This is for anyone heading into laparoscopic surgery for endo, or tho...","This is for anyone heading into laparoscopic surgery for endo, or those currently on the waiting list. We recently had the chance to chat with Liz Bruen, a private Endometriosis Clinical Nurse  Specialist in Wales. What she shared about the laparoscopy process was absolutely mind-blowing. If you would like to speak to Liz yourself, you can find prices, availability and book a zoom appointment with her directly by visiting the link in our bio!",67,325700,26100,553,4093,17800,yes
